127.0.0.1 - - [13/Aug/2018:09:12:23 +0800] "POST /uoms/workOrderManageAction!getWorkOrderNumAndUrge.html HTTP/1.1" 404 1102
127.0.0.1 - - [13/Aug/2018:09:12:26 +0800] "GET /grms/project/addProjectAction.html HTTP/1.1" 200 4909
127.0.0.1 - - [13/Aug/2018:09:12:26 +0800] "GET /grms/common/css/reset.css HTTP/1.1" 200 496
127.0.0.1 - - [13/Aug/2018:09:12:26 +0800] "GET /grms/common/easyui/themes/icon.css HTTP/1.1" 200 2202
127.0.0.1 - - [13/Aug/2018:09:12:26 +0800] "GET /grms/project/css/addProjectProdect.css HTTP/1.1" 200 540
127.0.0.1 - - [13/Aug/2018:09:12:26 +0800] "GET /grms/common/css/default.css HTTP/1.1" 200 2833
127.0.0.1 - - [13/Aug/2018:09:12:26 +0800] "GET /grms/common/css/common.css HTTP/1.1" 200 20443
127.0.0.1 - - [13/Aug/2018:09:12:26 +0800] "GET /grms/common/easyui/themes/default/easyui.css HTTP/1.1" 200 61397
127.0.0.1 - - [13/Aug/2018:09:12:26 +0800] "GET /grms/common/easyui/jquery.min.js HTTP/1.1" 200 83095
127.0.0.1 - - [13/Aug/2018:09:12:26 +0800] "GET /grms/common/easyui/locale/easyui-lang-zh_CN.js HTTP/1.1" 200 3046
127.0.0.1 - - [13/Aug/2018:09:12:26 +0800] "GET /grms/common/easyui/jquery.easyui.min.js HTTP/1.1" 200 419503
127.0.0.1 - - [13/Aug/2018:09:12:26 +0800] "GET /grms/common/plugin/common.js HTTP/1.1" 200 17046
127.0.0.1 - - [13/Aug/2018:09:12:26 +0800] "GET /grms/project/js/addProjectProdect.js HTTP/1.1" 200 2907
127.0.0.1 - - [13/Aug/2018:09:12:53 +0800] "POST /uoms/workOrderManageAction!getWorkOrderNumAndUrge.html HTTP/1.1" 404 1102
127.0.0.1 - - [13/Aug/2018:09:13:05 +0800] "GET /grms/ HTTP/1.1" 302 -
127.0.0.1 - - [13/Aug/2018:09:13:06 +0800] "GET /sso/login?redirectUri=http%3A%2F%2F127.0.0.1%3A8090%2Fgrms HTTP/1.1" 200 4076
